,target_adm,SURVEYID,MATCHED_ADM,score_sort,score_partial,ADM_012,GID_2
0,guatemala - chiquimula - san diego,guat02.csv,guatemala - chiquimula - ipala,79,104407,guatemala - chiquimula - ipala,GTM.4.5_1
1,guatemala - chiquimula - san diego,guat02.csv,guatemala - chiquimula - olopa,79,104409,guatemala - chiquimula - olopa,GTM.4.7_1
2,guatemala - chiquimula - san diego,guat02.csv,guatemala - chiquimula - san juan ermita,79,104413,guatemala - chiquimula - san juan ermita,GTM.4.11_1
0,guatemala - chiquimula - zacapa,guat02.csv,guatemala - chiquimula - ipala,87,104407,guatemala - chiquimula - ipala,GTM.4.5_1
1,guatemala - chiquimula - zacapa,guat02.csv,guatemala - chiquimula - olopa,87,104409,guatemala - chiquimula - olopa,GTM.4.7_1
0,guatemala - el progreso - cubulco,guat02.csv,guatemala - el progreso - el jícaro,78,104414,guatemala - el progreso - el jícaro,GTM.5.1_1
0,guatemala - el progreso - rabinal,guat02.csv,guatemala - el progreso - sansare,86,104421,guatemala - el progreso - sansare,GTM.5.8_1
0,guatemala - el progreso - camotan,guat02.csv,guatemala - el progreso - el jícaro,75,104414,guatemala - el progreso - el jícaro,GTM.5.1_1
0,guatemala - el progreso - chiquimula,guat02.csv,guatemala - chiquimula - olopa,79,104409,guatemala - chiquimula - olopa,GTM.4.7_1
0,guatemala - el progreso - esquipulas,guat02.csv,guatemala - el progreso - guastatoya,78,104415,guatemala - el progreso - guastatoya,GTM.5.2_1
0,guatemala - el progreso - ipala,guat02.csv,guatemala - jutiapa - el progreso,89,104524,guatemala - jutiapa - el progreso,GTM.11.7_1
0,guatemala - el progreso - jocotan,guat02.csv,guatemala - el progreso - morazán,88,104416,guatemala - el progreso - morazán,GTM.5.3_1
0,guatemala - el progreso - olopa,guat02.csv,guatemala - el progreso - morazán,87,104416,guatemala - el progreso - morazán,GTM.5.3_1
0,guatemala - el progreso - quetzaltepeque,guat02.csv,guatemala - el progreso - sanarate,76,104420,guatemala - el progreso - sanarate,GTM.5.7_1
0,guatemala - el progreso - san juan ermita,guat02.csv,guatemala - el progreso - el jícaro,78,104414,guatemala - el progreso - el jícaro,GTM.5.1_1
0,guatemala - el progreso - san antonio la paz,guat02.csv,guatemala - el progreso - san antonio la paz,100,104418,guatemala - el progreso - san antonio la paz,GTM.5.5_1
0,guatemala - el progreso - sanarate,guat02.csv,guatemala - el progreso - sanarate,100,104420,guatemala - el progreso - sanarate,GTM.5.7_1
0,guatemala - el progreso - san luis jilotepeque,guat02.csv,guatemala - jalapa - san luis jilotepeque,76,104515,guatemala - jalapa - san luis jilotepeque,GTM.10.5_1
0,guatemala - el progreso - san pedro pinula,guat02.csv,guatemala - san marcos - nuevo progreso,77,104628,guatemala - san marcos - nuevo progreso,GTM.17.12_1
0,guatemala - el progreso - agua blanca,guat02.csv,guatemala - el progreso - san cristóbal acasaguastlán,75,104419,guatemala - el progreso - san cristóbal acasaguastlán,GTM.5.6_1
0,guatemala - el progreso - asuncion mita,guat02.csv,guatemala - el progreso - morazán,76,104416,guatemala - el progreso - morazán,GTM.5.3_1
0,guatemala - el progreso - comapa,guat02.csv,guatemala - el progreso - el jícaro,76,104414,guatemala - el progreso - el jícaro,GTM.5.1_1
0,guatemala - el progreso - el progreso,guat02.csv,guatemala - el progreso - el jícaro,86,104414,guatemala - el progreso - el jícaro,GTM.5.1_1
0,guatemala - el progreso - jutiapa,guat02.csv,guatemala - jutiapa - el progreso,100,104524,guatemala - jutiapa - el progreso,GTM.11.7_1
0,guatemala - el progreso - moyuta,guat02.csv,guatemala - el progreso - morazán,89,104416,guatemala - el progreso - morazán,GTM.5.3_1
0,guatemala - el progreso - yupiltepeque,guat02.csv,guatemala - el progreso - sanarate,75,104420,guatemala - el progreso - sanarate,GTM.5.7_1
1,guatemala - el progreso - yupiltepeque,guat02.csv,guatemala - jutiapa - yupiltepeque,75,104533,guatemala - jutiapa - yupiltepeque,GTM.11.16_1
0,guatemala - el progreso - chiche,guat02.csv,guatemala - el progreso - el jícaro,79,104414,guatemala - el progreso - el jícaro,GTM.5.1_1
0,guatemala - el progreso - joyabaj,guat02.csv,guatemala - jutiapa - el progreso,86,104524,guatemala - jutiapa - el progreso,GTM.11.7_1
0,guatemala - el progreso - sacapulas,guat02.csv,guatemala - el progreso - sanarate,85,104420,guatemala - el progreso - sanarate,GTM.5.7_1
0,guatemala - el progreso - san andres sajcabaja,guat02.csv,guatemala - quiché - san andrés sajcabajá,76,104584,guatemala - quiché - san andrés sajcabajá,GTM.14.14_1
0,guatemala - el progreso - zacualpa,guat02.csv,guatemala - el progreso - sanarate,83,104420,guatemala - el progreso - sanarate,GTM.5.7_1
0,guatemala - el progreso - gualan,guat02.csv,guatemala - el progreso - guastatoya,87,104415,guatemala - el progreso - guastatoya,GTM.5.2_1
0,guatemala - el progreso - la union,guat02.csv,guatemala - el progreso - morazán,79,104416,guatemala - el progreso - morazán,GTM.5.3_1
0,guatemala - el progreso - san diego,guat02.csv,guatemala - el progreso - sansare,83,104421,guatemala - el progreso - sansare,GTM.5.8_1
0,guatemala - el progreso - zacapa,guat02.csv,guatemala - el progreso - sanarate,86,104420,guatemala - el progreso - sanarate,GTM.5.7_1
0,guatemala - jalapa - cubulco,guat02.csv,guatemala - baja verapaz - cubulco,78,104379,guatemala - baja verapaz - cubulco,GTM.2.1_1
0,guatemala - jalapa - rabinal,guat02.csv,guatemala - jalapa - jalapa,81,104511,guatemala - jalapa - jalapa,GTM.10.1_1
1,guatemala - jalapa - rabinal,guat02.csv,guatemala - jalapa - monjas,81,104513,guatemala - jalapa - monjas,GTM.10.3_1
0,guatemala - jalapa - camotan,guat02.csv,guatemala - zacapa - cabañas,77,104708,guatemala - zacapa - cabañas,GTM.22.1_1
0,guatemala - jalapa - chiquimula,guat02.csv,guatemala - chiquimula - ipala,91,104407,guatemala - chiquimula - ipala,GTM.4.5_1
1,guatemala - jalapa - chiquimula,guat02.csv,guatemala - chiquimula - olopa,91,104409,guatemala - chiquimula - olopa,GTM.4.7_1
0,guatemala - jalapa - esquipulas,guat02.csv,guatemala - chiquimula - ipala,75,104407,guatemala - chiquimula - ipala,GTM.4.5_1
1,guatemala - jalapa - esquipulas,guat02.csv,guatemala - chiquimula - olopa,75,104409,guatemala - chiquimula - olopa,GTM.4.7_1
2,guatemala - jalapa - esquipulas,guat02.csv,guatemala - escuintla - iztapa,75,104424,guatemala - escuintla - iztapa,GTM.6.3_1
3,guatemala - jalapa - esquipulas,guat02.csv,guatemala - escuintla - palín,75,104429,guatemala - escuintla - palín,GTM.6.8_1
0,guatemala - jalapa - ipala,guat02.csv,guatemala - jalapa - jalapa,89,104511,guatemala - jalapa - jalapa,GTM.10.1_1
0,guatemala - jalapa - jocotan,guat02.csv,guatemala - jalapa - jalapa,81,104511,guatemala - jalapa - jalapa,GTM.10.1_1
1,guatemala - jalapa - jocotan,guat02.csv,guatemala - jalapa - monjas,81,104513,guatemala - jalapa - monjas,GTM.10.3_1
0,guatemala - jalapa - olopa,guat02.csv,guatemala - jalapa - jalapa,89,104511,guatemala - jalapa - jalapa,GTM.10.1_1
0,guatemala - jalapa - quetzaltepeque,guat02.csv,guatemala - jutiapa - yupiltepeque,79,104533,guatemala - jutiapa - yupiltepeque,GTM.11.16_1
0,guatemala - jalapa - san juan ermita,guat02.csv,guatemala - chiquimula - san juan ermita,74,104413,guatemala - chiquimula - san juan ermita,GTM.4.11_1
1,guatemala - jalapa - san juan ermita,guat02.csv,guatemala - jalapa - san manuel chaparrón,74,104516,guatemala - jalapa - san manuel chaparrón,GTM.10.6_1
0,guatemala - jalapa - san antonio la paz,guat02.csv,guatemala - sololá - san antonio palopó,76,104665,guatemala - sololá - san antonio palopó,GTM.19.6_1
0,guatemala - jalapa - sanarate,guat02.csv,guatemala - jalapa - jalapa,83,104511,guatemala - jalapa - jalapa,GTM.10.1_1
0,guatemala - jalapa - san luis jilotepeque,guat02.csv,guatemala - jalapa - san luis jilotepeque,100,104515,guatemala - jalapa - san luis jilotepeque,GTM.10.5_1
0,guatemala - jalapa - san pedro pinula,guat02.csv,guatemala - jalapa - san pedro pinula,100,104517,guatemala - jalapa - san pedro pinula,GTM.10.7_1
0,guatemala - jalapa - agua blanca,guat02.csv,guatemala - jutiapa - agua blanca,91,104518,guatemala - jutiapa - agua blanca,GTM.11.1_1
0,guatemala - jalapa - asuncion mita,guat02.csv,guatemala - jutiapa - asunción mita,90,104519,guatemala - jutiapa - asunción mita,GTM.11.2_1
0,guatemala - jalapa - comapa,guat02.csv,guatemala - jutiapa - comapa,89,104521,guatemala - jutiapa - comapa,GTM.11.4_1
0,guatemala - jalapa - el progreso,guat02.csv,guatemala - jutiapa - el progreso,91,104524,guatemala - jutiapa - el progreso,GTM.11.7_1
0,guatemala - jalapa - jutiapa,guat02.csv,guatemala - jutiapa - jutiapa,90,104527,guatemala - jutiapa - jutiapa,GTM.11.10_1
0,guatemala - jalapa - moyuta,guat02.csv,guatemala - jutiapa - moyuta,89,104528,guatemala - jutiapa - moyuta,GTM.11.11_1
0,guatemala - jalapa - yupiltepeque,guat02.csv,guatemala - jutiapa - yupiltepeque,92,104533,guatemala - jutiapa - yupiltepeque,GTM.11.16_1
0,guatemala - jalapa - chiche,guat02.csv,guatemala - quiché - chiché,73,104574,guatemala - quiché - chiché,GTM.14.4_1
0,guatemala - jalapa - joyabaj,guat02.csv,guatemala - jalapa - jalapa,85,104511,guatemala - jalapa - jalapa,GTM.10.1_1
0,guatemala - jalapa - sacapulas,guat02.csv,guatemala - jalapa - jalapa,86,104511,guatemala - jalapa - jalapa,GTM.10.1_1
0,guatemala - jalapa - san andres sajcabaja,guat02.csv,guatemala - quiché - san andrés sajcabajá,82,104584,guatemala - quiché - san andrés sajcabajá,GTM.14.14_1
0,guatemala - jalapa - zacualpa,guat02.csv,guatemala - jalapa - jalapa,88,104511,guatemala - jalapa - jalapa,GTM.10.1_1
1,guatemala - jalapa - zacualpa,guat02.csv,guatemala - zacapa - zacapa,88,104717,guatemala - zacapa - zacapa,GTM.22.10_1
0,guatemala - jalapa - gualan,guat02.csv,guatemala - zacapa - gualán,89,104710,guatemala - zacapa - gualán,GTM.22.3_1
0,guatemala - jalapa - la union,guat02.csv,guatemala - jalapa - jalapa,79,104511,guatemala - jalapa - jalapa,GTM.10.1_1
1,guatemala - jalapa - la union,guat02.csv,guatemala - jalapa - monjas,79,104513,guatemala - jalapa - monjas,GTM.10.3_1
0,guatemala - jalapa - san diego,guat02.csv,guatemala - zacapa - san diego,77,104714,guatemala - zacapa - san diego,GTM.22.7_1
0,guatemala - jalapa - zacapa,guat02.csv,guatemala - jalapa - jalapa,91,104511,guatemala - jalapa - jalapa,GTM.10.1_1
1,guatemala - jalapa - zacapa,guat02.csv,guatemala - zacapa - zacapa,91,104717,guatemala - zacapa - zacapa,GTM.22.10_1
0,guatemala - jutiapa - cubulco,guat02.csv,guatemala - jutiapa - conguaco,86,104522,guatemala - jutiapa - conguaco,GTM.11.5_1
0,guatemala - jutiapa - rabinal,guat02.csv,guatemala - jutiapa - pasaco,82,104529,guatemala - jutiapa - pasaco,GTM.11.12_1
0,guatemala - jutiapa - camotan,guat02.csv,guatemala - jutiapa - comapa,86,104521,guatemala - jutiapa - comapa,GTM.11.4_1
0,guatemala - jutiapa - chiquimula,guat02.csv,guatemala - chiquimula - ipala,89,104407,guatemala - chiquimula - ipala,GTM.4.5_1
0,guatemala - jutiapa - esquipulas,guat02.csv,guatemala - escuintla - iztapa,78,104424,guatemala - escuintla - iztapa,GTM.6.3_1
0,guatemala - jutiapa - ipala,guat02.csv,guatemala - jutiapa - jutiapa,88,104527,guatemala - jutiapa - jutiapa,GTM.11.10_1
0,guatemala - jutiapa - jocotan,guat02.csv,guatemala - jutiapa - jutiapa,84,104527,guatemala - jutiapa - jutiapa,GTM.11.10_1
0,guatemala - jutiapa - olopa,guat02.csv,guatemala - jutiapa - moyuta,85,104528,guatemala - jutiapa - moyuta,GTM.11.11_1
1,guatemala - jutiapa - olopa,guat02.csv,guatemala - jutiapa - pasaco,85,104529,guatemala - jutiapa - pasaco,GTM.11.12_1
0,guatemala - jutiapa - quetzaltepeque,guat02.csv,guatemala - jutiapa - yupiltepeque,87,104533,guatemala - jutiapa - yupiltepeque,GTM.11.16_1
0,guatemala - jutiapa - san juan ermita,guat02.csv,guatemala - jutiapa - san josé acatempa,81,104531,guatemala - jutiapa - san josé acatempa,GTM.11.14_1
0,guatemala - jutiapa - san antonio la paz,guat02.csv,guatemala - sololá - san antonio palopó,75,104665,guatemala - sololá - san antonio palopó,GTM.19.6_1
0,guatemala - jutiapa - sanarate,guat02.csv,guatemala - jutiapa - pasaco,80,104529,guatemala - jutiapa - pasaco,GTM.11.12_1
0,guatemala - jutiapa - san luis jilotepeque,guat02.csv,guatemala - jalapa - san luis jilotepeque,80,104515,guatemala - jalapa - san luis jilotepeque,GTM.10.5_1
0,guatemala - jutiapa - san pedro pinula,guat02.csv,guatemala - jalapa - san pedro pinula,93,104517,guatemala - jalapa - san pedro pinula,GTM.10.7_1
0,guatemala - jutiapa - agua blanca,guat02.csv,guatemala - jutiapa - agua blanca,100,104518,guatemala - jutiapa - agua blanca,GTM.11.1_1
0,guatemala - jutiapa - asuncion mita,guat02.csv,guatemala - jutiapa - asunción mita,98,104519,guatemala - jutiapa - asunción mita,GTM.11.2_1
0,guatemala - jutiapa - comapa,guat02.csv,guatemala - jutiapa - comapa,100,104521,guatemala - jutiapa - comapa,GTM.11.4_1
0,guatemala - jutiapa - el progreso,guat02.csv,guatemala - jutiapa - el progreso,100,104524,guatemala - jutiapa - el progreso,GTM.11.7_1
0,guatemala - jutiapa - jutiapa,guat02.csv,guatemala - jutiapa - jutiapa,100,104527,guatemala - jutiapa - jutiapa,GTM.11.10_1
0,guatemala - jutiapa - moyuta,guat02.csv,guatemala - jutiapa - moyuta,100,104528,guatemala - jutiapa - moyuta,GTM.11.11_1
0,guatemala - jutiapa - yupiltepeque,guat02.csv,guatemala - jutiapa - yupiltepeque,100,104533,guatemala - jutiapa - yupiltepeque,GTM.11.16_1
0,guatemala - jutiapa - chiche,guat02.csv,guatemala - jutiapa - conguaco,80,104522,guatemala - jutiapa - conguaco,GTM.11.5_1
1,guatemala - jutiapa - chiche,guat02.csv,guatemala - quiché - chiché,80,104574,guatemala - quiché - chiché,GTM.14.4_1
0,guatemala - jutiapa - joyabaj,guat02.csv,guatemala - jutiapa - jutiapa,84,104527,guatemala - jutiapa - jutiapa,GTM.11.10_1
0,guatemala - jutiapa - sacapulas,guat02.csv,guatemala - quiché - sacapulas,85,104583,guatemala - quiché - sacapulas,GTM.14.13_1
0,guatemala - jutiapa - san andres sajcabaja,guat02.csv,guatemala - quiché - san andrés sajcabajá,86,104584,guatemala - quiché - san andrés sajcabajá,GTM.14.14_1
0,guatemala - jutiapa - zacualpa,guat02.csv,guatemala - jutiapa - jutiapa,86,104527,guatemala - jutiapa - jutiapa,GTM.11.10_1
0,guatemala - jutiapa - gualan,guat02.csv,guatemala - jutiapa - agua blanca,91,104518,guatemala - jutiapa - agua blanca,GTM.11.1_1
0,guatemala - jutiapa - la union,guat02.csv,guatemala - jutiapa - pasaco,80,104529,guatemala - jutiapa - pasaco,GTM.11.12_1
0,guatemala - jutiapa - san diego,guat02.csv,guatemala - jutiapa - pasaco,78,104529,guatemala - jutiapa - pasaco,GTM.11.12_1
0,guatemala - jutiapa - zacapa,guat02.csv,guatemala - jutiapa - jutiapa,86,104527,guatemala - jutiapa - jutiapa,GTM.11.10_1
1,guatemala - jutiapa - zacapa,guat02.csv,guatemala - jutiapa - quezada,86,104530,guatemala - jutiapa - quezada,GTM.11.13_1
0,guatemala - quiche - cubulco,guat02.csv,guatemala - quiché - chajul,83,104572,guatemala - quiché - chajul,GTM.14.2_1
0,guatemala - quiche - rabinal,guat02.csv,guatemala - quiché - zacualpa,79,104591,guatemala - quiché - zacualpa,GTM.14.21_1
0,guatemala - quiche - camotan,guat02.csv,guatemala - quiché - chicaman,88,104573,guatemala - quiché - chicaman,GTM.14.3_1
0,guatemala - quiche - chiquimula,guat02.csv,guatemala - chiquimula - ipala,83,104407,guatemala - chiquimula - ipala,GTM.4.5_1
0,guatemala - quiche - esquipulas,guat02.csv,guatemala - escuintla - tiquisate,75,104434,guatemala - escuintla - tiquisate,GTM.6.13_1
0,guatemala - quiche - ipala,guat02.csv,guatemala - quiché - pachalúm,84,104581,guatemala - quiché - pachalúm,GTM.14.11_1
0,guatemala - quiche - jocotan,guat02.csv,guatemala - quiché - ixcán,82,104578,guatemala - quiché - ixcán,GTM.14.8_1
0,guatemala - quiche - olopa,guat02.csv,guatemala - quiché - patzité,82,104582,guatemala - quiché - patzité,GTM.14.12_1
0,guatemala - quiche - quetzaltepeque,guat02.csv,guatemala - quiché - patzité,72,104582,guatemala - quiché - patzité,GTM.14.12_1
0,guatemala - quiche - san juan ermita,guat02.csv,guatemala - quiché - san juan cotzal,86,104587,guatemala - quiché - san juan cotzal,GTM.14.17_1
0,guatemala - quiche - san antonio la paz,guat02.csv,guatemala - quiché - san antonio ilotenango,82,104585,guatemala - quiché - san antonio ilotenango,GTM.14.15_1
0,guatemala - quiche - sanarate,guat02.csv,guatemala - quiché - uspantán,83,104590,guatemala - quiché - uspantán,GTM.14.20_1
0,guatemala - quiche - san luis jilotepeque,guat02.csv,guatemala - jalapa - san luis jilotepeque,81,104515,guatemala - jalapa - san luis jilotepeque,GTM.10.5_1
0,guatemala - quiche - san pedro pinula,guat02.csv,guatemala - jalapa - san pedro pinula,79,104517,guatemala - jalapa - san pedro pinula,GTM.10.7_1
0,guatemala - quiche - agua blanca,guat02.csv,guatemala - jutiapa - agua blanca,84,104518,guatemala - jutiapa - agua blanca,GTM.11.1_1
0,guatemala - quiche - asuncion mita,guat02.csv,guatemala - quiché - cunén,76,104577,guatemala - quiché - cunén,GTM.14.7_1
0,guatemala - quiche - comapa,guat02.csv,guatemala - jutiapa - comapa,81,104521,guatemala - jutiapa - comapa,GTM.11.4_1
1,guatemala - quiche - comapa,guat02.csv,guatemala - quiché - chicaman,81,104573,guatemala - quiché - chicaman,GTM.14.3_1
0,guatemala - quiche - el progreso,guat02.csv,guatemala - el progreso - sansare,81,104421,guatemala - el progreso - sansare,GTM.5.8_1
0,guatemala - quiche - jutiapa,guat02.csv,guatemala - jutiapa - quezada,86,104530,guatemala - jutiapa - quezada,GTM.11.13_1
0,guatemala - quiche - moyuta,guat02.csv,guatemala - quiché - joyabaj,83,104579,guatemala - quiché - joyabaj,GTM.14.9_1
0,guatemala - quiche - yupiltepeque,guat02.csv,guatemala - jutiapa - yupiltepeque,85,104533,guatemala - jutiapa - yupiltepeque,GTM.11.16_1
0,guatemala - quiche - chiche,guat02.csv,guatemala - quiché - chiché,95,104574,guatemala - quiché - chiché,GTM.14.4_1
0,guatemala - quiche - joyabaj,guat02.csv,guatemala - quiché - joyabaj,98,104579,guatemala - quiché - joyabaj,GTM.14.9_1
0,guatemala - quiche - sacapulas,guat02.csv,guatemala - quiché - sacapulas,98,104583,guatemala - quiché - sacapulas,GTM.14.13_1
0,guatemala - quiche - san andres sajcabaja,guat02.csv,guatemala - quiché - san andrés sajcabajá,96,104584,guatemala - quiché - san andrés sajcabajá,GTM.14.14_1
0,guatemala - quiche - zacualpa,guat02.csv,guatemala - quiché - zacualpa,98,104591,guatemala - quiché - zacualpa,GTM.14.21_1
0,guatemala - quiche - gualan,guat02.csv,guatemala - quiché - cunén,84,104577,guatemala - quiché - cunén,GTM.14.7_1
0,guatemala - quiche - la union,guat02.csv,guatemala - quiché - uspantán,79,104590,guatemala - quiché - uspantán,GTM.14.20_1
0,guatemala - quiche - san diego,guat02.csv,guatemala - quiché - uspantán,78,104590,guatemala - quiché - uspantán,GTM.14.20_1
0,guatemala - quiche - zacapa,guat02.csv,guatemala - quiché - zacualpa,94,104591,guatemala - quiché - zacualpa,GTM.14.21_1
0,guatemala - zacapa - cubulco,guat02.csv,guatemala - zacapa - gualán,83,104710,guatemala - zacapa - gualán,GTM.22.3_1
0,guatemala - zacapa - rabinal,guat02.csv,guatemala - zacapa - la unión,83,104712,guatemala - zacapa - la unión,GTM.22.5_1
0,guatemala - zacapa - camotan,guat02.csv,guatemala - zacapa - cabañas,85,104708,guatemala - zacapa - cabañas,GTM.22.1_1
0,guatemala - zacapa - chiquimula,guat02.csv,guatemala - chiquimula - ipala,87,104407,guatemala - chiquimula - ipala,GTM.4.5_1
1,guatemala - zacapa - chiquimula,guat02.csv,guatemala - chiquimula - olopa,87,104409,guatemala - chiquimula - olopa,GTM.4.7_1
0,guatemala - zacapa - esquipulas,guat02.csv,guatemala - zacapa - estanzuela,81,104709,guatemala - zacapa - estanzuela,GTM.22.2_1
0,guatemala - zacapa - ipala,guat02.csv,guatemala - zacapa - huité,84,104711,guatemala - zacapa - huité,GTM.22.4_1
1,guatemala - zacapa - ipala,guat02.csv,guatemala - zacapa - zacapa,84,104717,guatemala - zacapa - zacapa,GTM.22.10_1
0,guatemala - zacapa - jocotan,guat02.csv,guatemala - zacapa - teculután,82,104715,guatemala - zacapa - teculután,GTM.22.8_1
0,guatemala - zacapa - olopa,guat02.csv,guatemala - zacapa - zacapa,84,104717,guatemala - zacapa - zacapa,GTM.22.10_1
0,guatemala - zacapa - quetzaltepeque,guat02.csv,guatemala - zacapa - zacapa,74,104717,guatemala - zacapa - zacapa,GTM.22.10_1
0,guatemala - zacapa - san juan ermita,guat02.csv,guatemala - zacapa - san diego,76,104714,guatemala - zacapa - san diego,GTM.22.7_1
0,guatemala - zacapa - san antonio la paz,guat02.csv,guatemala - el progreso - san antonio la paz,75,104418,guatemala - el progreso - san antonio la paz,GTM.5.5_1
1,guatemala - zacapa - san antonio la paz,guat02.csv,guatemala - zacapa - san diego,75,104714,guatemala - zacapa - san diego,GTM.22.7_1
0,guatemala - zacapa - sanarate,guat02.csv,guatemala - zacapa - zacapa,83,104717,guatemala - zacapa - zacapa,GTM.22.10_1
0,guatemala - zacapa - san luis jilotepeque,guat02.csv,guatemala - jalapa - san luis jilotepeque,81,104515,guatemala - jalapa - san luis jilotepeque,GTM.10.5_1
0,guatemala - zacapa - san pedro pinula,guat02.csv,guatemala - jalapa - san pedro pinula,79,104517,guatemala - jalapa - san pedro pinula,GTM.10.7_1
0,guatemala - zacapa - agua blanca,guat02.csv,guatemala - jutiapa - agua blanca,88,104518,guatemala - jutiapa - agua blanca,GTM.11.1_1
1,guatemala - zacapa - agua blanca,guat02.csv,guatemala - zacapa - gualán,88,104710,guatemala - zacapa - gualán,GTM.22.3_1
0,guatemala - zacapa - asuncion mita,guat02.csv,guatemala - zacapa - huité,75,104711,guatemala - zacapa - huité,GTM.22.4_1
1,guatemala - zacapa - asuncion mita,guat02.csv,guatemala - zacapa - san diego,75,104714,guatemala - zacapa - san diego,GTM.22.7_1
0,guatemala - zacapa - comapa,guat02.csv,guatemala - zacapa - cabañas,87,104708,guatemala - zacapa - cabañas,GTM.22.1_1
0,guatemala - zacapa - el progreso,guat02.csv,guatemala - el progreso - sanarate,86,104420,guatemala - el progreso - sanarate,GTM.5.7_1
0,guatemala - zacapa - jutiapa,guat02.csv,guatemala - jutiapa - jutiapa,86,104527,guatemala - jutiapa - jutiapa,GTM.11.10_1
1,guatemala - zacapa - jutiapa,guat02.csv,guatemala - jutiapa - quezada,86,104530,guatemala - jutiapa - quezada,GTM.11.13_1
0,guatemala - zacapa - moyuta,guat02.csv,guatemala - zacapa - huité,86,104711,guatemala - zacapa - huité,GTM.22.4_1
0,guatemala - zacapa - yupiltepeque,guat02.csv,guatemala - zacapa - huité,80,104711,guatemala - zacapa - huité,GTM.22.4_1
0,guatemala - zacapa - chiche,guat02.csv,guatemala - zacapa - cabañas,78,104708,guatemala - zacapa - cabañas,GTM.22.1_1
1,guatemala - zacapa - chiche,guat02.csv,guatemala - zacapa - san diego,78,104714,guatemala - zacapa - san diego,GTM.22.7_1
0,guatemala - zacapa - joyabaj,guat02.csv,guatemala - quiché - joyabaj,81,104579,guatemala - quiché - joyabaj,GTM.14.9_1
1,guatemala - zacapa - joyabaj,guat02.csv,guatemala - zacapa - zacapa,81,104717,guatemala - zacapa - zacapa,GTM.22.10_1
0,guatemala - zacapa - sacapulas,guat02.csv,guatemala - zacapa - zacapa,90,104717,guatemala - zacapa - zacapa,GTM.22.10_1
0,guatemala - zacapa - san andres sajcabaja,guat02.csv,guatemala - quiché - san andrés sajcabajá,79,104584,guatemala - quiché - san andrés sajcabajá,GTM.14.14_1
0,guatemala - zacapa - zacualpa,guat02.csv,guatemala - zacapa - zacapa,96,104717,guatemala - zacapa - zacapa,GTM.22.10_1
0,guatemala - zacapa - gualan,guat02.csv,guatemala - zacapa - gualán,98,104710,guatemala - zacapa - gualán,GTM.22.3_1
0,guatemala - zacapa - la union,guat02.csv,guatemala - zacapa - la unión,98,104712,guatemala - zacapa - la unión,GTM.22.5_1
0,guatemala - zacapa - san diego,guat02.csv,guatemala - zacapa - san diego,100,104714,guatemala - zacapa - san diego,GTM.22.7_1
0,guatemala - zacapa - zacapa,guat02.csv,guatemala - zacapa - zacapa,100,104717,guatemala - zacapa - zacapa,GTM.22.10_1
0,guinea - faranah - kissidougou,guin12.csv,guinea - faranah - kissidougou,100,104837,guinea - faranah - kissidougou,GIN.3.4_1
13,guinea - faranah - kissidougou,guin12.csv,guinea - faranah - kissidougou,100,104838,guinea - faranah - kissidougou,GIN.3.4_1
26,guinea - faranah - kissidougou,guin12.csv,guinea - faranah - kissidougou,100,104839,guinea - faranah - kissidougou,GIN.3.4_1
39,guinea - faranah - kissidougou,guin12.csv,guinea - faranah - kissidougou,100,104840,guinea - faranah - kissidougou,GIN.3.4_1
52,guinea - faranah - kissidougou,guin12.csv,guinea - faranah - kissidougou,100,104841,guinea - faranah - kissidougou,GIN.3.4_1
0,haiti - artibonite - gonaives,hait31.csv,haiti - l'artibonite - les gonaïves,87,105327,haiti - l'artibonite - les gonaïves,HTI.3.3_1
10,haiti - artibonite - gonaives,hait31.csv,haiti - l'artibonite - les gonaïves,87,105328,haiti - l'artibonite - les gonaïves,HTI.3.3_1
20,haiti - artibonite - gonaives,hait31.csv,haiti - l'artibonite - les gonaïves,87,105329,haiti - l'artibonite - les gonaïves,HTI.3.3_1
30,haiti - artibonite - gonaives,hait31.csv,haiti - l'artibonite - les gonaïves,87,105330,haiti - l'artibonite - les gonaïves,HTI.3.3_1
40,haiti - artibonite - gonaives,hait31.csv,haiti - l'artibonite - les gonaïves,87,105331,haiti - l'artibonite - les gonaïves,HTI.3.3_1
0,haiti - ouest - port-au-prince,hait43.csv,haiti - ouest - port-au-prince,100,105613,haiti - ouest - port-au-prince,HTI.8.5_1
32,haiti - ouest - port-au-prince,hait43.csv,haiti - ouest - port-au-prince,100,105614,haiti - ouest - port-au-prince,HTI.8.5_1
64,haiti - ouest - port-au-prince,hait43.csv,haiti - ouest - port-au-prince,100,105615,haiti - ouest - port-au-prince,HTI.8.5_1
96,haiti - ouest - port-au-prince,hait43.csv,haiti - ouest - port-au-prince,100,105616,haiti - ouest - port-au-prince,HTI.8.5_1
128,haiti - ouest - port-au-prince,hait43.csv,haiti - ouest - port-au-prince,100,105617,haiti - ouest - port-au-prince,HTI.8.5_1
0,haiti - ouest - port-au-prince,hait45.csv,haiti - ouest - port-au-prince,100,105613,haiti - ouest - port-au-prince,HTI.8.5_1
32,haiti - ouest - port-au-prince,hait45.csv,haiti - ouest - port-au-prince,100,105614,haiti - ouest - port-au-prince,HTI.8.5_1
64,haiti - ouest - port-au-prince,hait45.csv,haiti - ouest - port-au-prince,100,105615,haiti - ouest - port-au-prince,HTI.8.5_1
