,target_adm,SURVEYID,MATCHED_ADM,score_sort,score_partial,ADM_012,GID_2
10,ethiopia - amhara - south wollo,ethi109.csv,ethiopia - amhara - semen wello,81,54611,ethiopia - amhara - semen wello,ETH.3.11_1
20,ethiopia - amhara - south wollo,ethi109.csv,ethiopia - amhara - semen wello,81,54612,ethiopia - amhara - semen wello,ETH.3.11_1
30,ethiopia - amhara - south wollo,ethi109.csv,ethiopia - amhara - semen wello,81,54613,ethiopia - amhara - semen wello,ETH.3.11_1
40,ethiopia - amhara - south wollo,ethi109.csv,ethiopia - amhara - semen wello,81,54614,ethiopia - amhara - semen wello,ETH.3.11_1
0,ethiopia - dire dawa - dire dawa,ethi110.csv,ethiopia - dire dawa - dire dawa,100,54646,ethiopia - dire dawa - dire dawa,ETH.5.1_1
2,ethiopia - dire dawa - dire dawa,ethi110.csv,ethiopia - dire dawa - dire dawa,100,54647,ethiopia - dire dawa - dire dawa,ETH.5.1_1
0,ethiopia - dire dawa - dire dawa,ethi111.csv,ethiopia - dire dawa - dire dawa,100,54646,ethiopia - dire dawa - dire dawa,ETH.5.1_1
2,ethiopia - dire dawa - dire dawa,ethi111.csv,ethiopia - dire dawa - dire dawa,100,54647,ethiopia - dire dawa - dire dawa,ETH.5.1_1
0,ethiopia - amhara - north gondar,ethi112.csv,ethiopia - amhara - semen gondar,86,54590,ethiopia - amhara - semen gondar,ETH.3.10_1
20,ethiopia - amhara - north gondar,ethi112.csv,ethiopia - amhara - semen gondar,86,54591,ethiopia - amhara - semen gondar,ETH.3.10_1
40,ethiopia - amhara - north gondar,ethi112.csv,ethiopia - amhara - semen gondar,86,54592,ethiopia - amhara - semen gondar,ETH.3.10_1
60,ethiopia - amhara - north gondar,ethi112.csv,ethiopia - amhara - semen gondar,86,54593,ethiopia - amhara - semen gondar,ETH.3.10_1
80,ethiopia - amhara - north gondar,ethi112.csv,ethiopia - amhara - semen gondar,86,54594,ethiopia - amhara - semen gondar,ETH.3.10_1
0,ethiopia - amhara - north gondar,ethi113.csv,ethiopia - amhara - semen gondar,86,54590,ethiopia - amhara - semen gondar,ETH.3.10_1
20,ethiopia - amhara - north gondar,ethi113.csv,ethiopia - amhara - semen gondar,86,54591,ethiopia - amhara - semen gondar,ETH.3.10_1
40,ethiopia - amhara - north gondar,ethi113.csv,ethiopia - amhara - semen gondar,86,54592,ethiopia - amhara - semen gondar,ETH.3.10_1
60,ethiopia - amhara - north gondar,ethi113.csv,ethiopia - amhara - semen gondar,86,54593,ethiopia - amhara - semen gondar,ETH.3.10_1
80,ethiopia - amhara - north gondar,ethi113.csv,ethiopia - amhara - semen gondar,86,54594,ethiopia - amhara - semen gondar,ETH.3.10_1
0,ethiopia - danakil - gollina,ethi114.csv,ethiopia - oromia - arsi,68,54662,ethiopia - oromia - arsi,ETH.8.1_1
24,ethiopia - danakil - gollina,ethi114.csv,ethiopia - oromia - arsi,68,54663,ethiopia - oromia - arsi,ETH.8.1_1
48,ethiopia - danakil - gollina,ethi114.csv,ethiopia - oromia - arsi,68,54664,ethiopia - oromia - arsi,ETH.8.1_1
72,ethiopia - danakil - gollina,ethi114.csv,ethiopia - oromia - arsi,68,54665,ethiopia - oromia - arsi,ETH.8.1_1
96,ethiopia - danakil - gollina,ethi114.csv,ethiopia - oromia - arsi,68,54666,ethiopia - oromia - arsi,ETH.8.1_1
0,ethiopia - danakil - gollina,ethi115.csv,ethiopia - oromia - arsi,68,54662,ethiopia - oromia - arsi,ETH.8.1_1
24,ethiopia - danakil - gollina,ethi115.csv,ethiopia - oromia - arsi,68,54663,ethiopia - oromia - arsi,ETH.8.1_1
48,ethiopia - danakil - gollina,ethi115.csv,ethiopia - oromia - arsi,68,54664,ethiopia - oromia - arsi,ETH.8.1_1
72,ethiopia - danakil - gollina,ethi115.csv,ethiopia - oromia - arsi,68,54665,ethiopia - oromia - arsi,ETH.8.1_1
96,ethiopia - danakil - gollina,ethi115.csv,ethiopia - oromia - arsi,68,54666,ethiopia - oromia - arsi,ETH.8.1_1
0,ethiopia - danakil - gollina,ethi116.csv,ethiopia - oromia - arsi,68,54662,ethiopia - oromia - arsi,ETH.8.1_1
24,ethiopia - danakil - gollina,ethi116.csv,ethiopia - oromia - arsi,68,54663,ethiopia - oromia - arsi,ETH.8.1_1
48,ethiopia - danakil - gollina,ethi116.csv,ethiopia - oromia - arsi,68,54664,ethiopia - oromia - arsi,ETH.8.1_1
72,ethiopia - danakil - gollina,ethi116.csv,ethiopia - oromia - arsi,68,54665,ethiopia - oromia - arsi,ETH.8.1_1
96,ethiopia - danakil - gollina,ethi116.csv,ethiopia - oromia - arsi,68,54666,ethiopia - oromia - arsi,ETH.8.1_1
0,ethiopia - oromia - west hararghe,ethi117.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - west hararghe,ethi117.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - west hararghe,ethi117.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - west hararghe,ethi117.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - west hararghe,ethi117.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - west hararghe,ethi118.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - west hararghe,ethi118.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - west hararghe,ethi118.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - west hararghe,ethi118.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - west hararghe,ethi118.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - arsi,ethi120.csv,ethiopia - oromia - arsi,100,54662,ethiopia - oromia - arsi,ETH.8.1_1
24,ethiopia - oromia - arsi,ethi120.csv,ethiopia - oromia - arsi,100,54663,ethiopia - oromia - arsi,ETH.8.1_1
48,ethiopia - oromia - arsi,ethi120.csv,ethiopia - oromia - arsi,100,54664,ethiopia - oromia - arsi,ETH.8.1_1
72,ethiopia - oromia - arsi,ethi120.csv,ethiopia - oromia - arsi,100,54665,ethiopia - oromia - arsi,ETH.8.1_1
96,ethiopia - oromia - arsi,ethi120.csv,ethiopia - oromia - arsi,100,54666,ethiopia - oromia - arsi,ETH.8.1_1
0,ethiopia - oromia - east hararghe,ethi122.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - east hararghe,ethi122.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - east hararghe,ethi122.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - east hararghe,ethi122.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - east hararghe,ethi122.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - benishangul-gumuz - asosa,ethi123.csv,ethiopia - benshangul-gumaz - asosa,95,54626,ethiopia - benshangul-gumaz - asosa,ETH.4.1_1
8,ethiopia - benishangul-gumuz - asosa,ethi123.csv,ethiopia - benshangul-gumaz - asosa,95,54627,ethiopia - benshangul-gumaz - asosa,ETH.4.1_1
16,ethiopia - benishangul-gumuz - asosa,ethi123.csv,ethiopia - benshangul-gumaz - asosa,95,54628,ethiopia - benshangul-gumaz - asosa,ETH.4.1_1
24,ethiopia - benishangul-gumuz - asosa,ethi123.csv,ethiopia - benshangul-gumaz - asosa,95,54629,ethiopia - benshangul-gumaz - asosa,ETH.4.1_1
32,ethiopia - benishangul-gumuz - asosa,ethi123.csv,ethiopia - benshangul-gumaz - asosa,95,54630,ethiopia - benshangul-gumaz - asosa,ETH.4.1_1
0,ethiopia - amhara - north wollo,ethi124.csv,ethiopia - amhara - north shewa,85,54563,ethiopia - amhara - north shewa,ETH.3.8_1
22,ethiopia - amhara - north wollo,ethi124.csv,ethiopia - amhara - north shewa,85,54564,ethiopia - amhara - north shewa,ETH.3.8_1
44,ethiopia - amhara - north wollo,ethi124.csv,ethiopia - amhara - north shewa,85,54565,ethiopia - amhara - north shewa,ETH.3.8_1
66,ethiopia - amhara - north wollo,ethi124.csv,ethiopia - amhara - north shewa,85,54566,ethiopia - amhara - north shewa,ETH.3.8_1
88,ethiopia - amhara - north wollo,ethi124.csv,ethiopia - amhara - north shewa,85,54567,ethiopia - amhara - north shewa,ETH.3.8_1
0,ethiopia - somali - liben,ethi125.csv,ethiopia - somali - liben,100,54950,ethiopia - somali - liben,ETH.9.6_1
4,ethiopia - somali - liben,ethi125.csv,ethiopia - somali - liben,100,54951,ethiopia - somali - liben,ETH.9.6_1
8,ethiopia - somali - liben,ethi125.csv,ethiopia - somali - liben,100,54952,ethiopia - somali - liben,ETH.9.6_1
12,ethiopia - somali - liben,ethi125.csv,ethiopia - somali - liben,100,54953,ethiopia - somali - liben,ETH.9.6_1
0,ethiopia - amhara - south wollo,ethi127.csv,ethiopia - amhara - semen wello,81,54610,ethiopia - amhara - semen wello,ETH.3.11_1
10,ethiopia - amhara - south wollo,ethi127.csv,ethiopia - amhara - semen wello,81,54611,ethiopia - amhara - semen wello,ETH.3.11_1
20,ethiopia - amhara - south wollo,ethi127.csv,ethiopia - amhara - semen wello,81,54612,ethiopia - amhara - semen wello,ETH.3.11_1
30,ethiopia - amhara - south wollo,ethi127.csv,ethiopia - amhara - semen wello,81,54613,ethiopia - amhara - semen wello,ETH.3.11_1
40,ethiopia - amhara - south wollo,ethi127.csv,ethiopia - amhara - semen wello,81,54614,ethiopia - amhara - semen wello,ETH.3.11_1
0,ethiopia - oromia - east hararghe,ethi128.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - east hararghe,ethi128.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - east hararghe,ethi128.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - east hararghe,ethi128.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - east hararghe,ethi128.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - east hararghe,ethi129.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - east hararghe,ethi129.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - east hararghe,ethi129.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - east hararghe,ethi129.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - east hararghe,ethi129.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - east hararghe,ethi130.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - east hararghe,ethi130.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - east hararghe,ethi130.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - east hararghe,ethi130.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - east hararghe,ethi130.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - east hararghe,ethi131.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - east hararghe,ethi131.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - east hararghe,ethi131.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - east hararghe,ethi131.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - east hararghe,ethi131.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - east hararghe,ethi132.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - east hararghe,ethi132.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - east hararghe,ethi132.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - east hararghe,ethi132.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - east hararghe,ethi132.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - east hararghe,ethi133.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - east hararghe,ethi133.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - east hararghe,ethi133.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - east hararghe,ethi133.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - east hararghe,ethi133.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - east hararghe,ethi134.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - east hararghe,ethi134.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - east hararghe,ethi134.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - east hararghe,ethi134.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - east hararghe,ethi134.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - east hararghe,ethi135.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - east hararghe,ethi135.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - east hararghe,ethi135.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - east hararghe,ethi135.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - east hararghe,ethi135.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - east hararghe,ethi136.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - east hararghe,ethi136.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - east hararghe,ethi136.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - east hararghe,ethi136.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - east hararghe,ethi136.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - west hararghe,ethi137.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - west hararghe,ethi137.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - west hararghe,ethi137.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - west hararghe,ethi137.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - west hararghe,ethi137.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - west hararghe,ethi138.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - west hararghe,ethi138.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - west hararghe,ethi138.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - west hararghe,ethi138.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - west hararghe,ethi138.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - west hararghe,ethi139.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - west hararghe,ethi139.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - west hararghe,ethi139.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - west hararghe,ethi139.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - west hararghe,ethi139.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - amhara - wag hemra,ethi140.csv,ethiopia - amhara - wag himra,96,54620,ethiopia - amhara - wag himra,ETH.3.12_1
6,ethiopia - amhara - wag hemra,ethi140.csv,ethiopia - amhara - wag himra,96,54621,ethiopia - amhara - wag himra,ETH.3.12_1
12,ethiopia - amhara - wag hemra,ethi140.csv,ethiopia - amhara - wag himra,96,54622,ethiopia - amhara - wag himra,ETH.3.12_1
18,ethiopia - amhara - wag hemra,ethi140.csv,ethiopia - amhara - wag himra,96,54623,ethiopia - amhara - wag himra,ETH.3.12_1
24,ethiopia - amhara - wag hemra,ethi140.csv,ethiopia - amhara - wag himra,96,54624,ethiopia - amhara - wag himra,ETH.3.12_1
0,ethiopia - amhara - wag hemra,ethi141.csv,ethiopia - amhara - wag himra,96,54620,ethiopia - amhara - wag himra,ETH.3.12_1
6,ethiopia - amhara - wag hemra,ethi141.csv,ethiopia - amhara - wag himra,96,54621,ethiopia - amhara - wag himra,ETH.3.12_1
12,ethiopia - amhara - wag hemra,ethi141.csv,ethiopia - amhara - wag himra,96,54622,ethiopia - amhara - wag himra,ETH.3.12_1
18,ethiopia - amhara - wag hemra,ethi141.csv,ethiopia - amhara - wag himra,96,54623,ethiopia - amhara - wag himra,ETH.3.12_1
24,ethiopia - amhara - wag hemra,ethi141.csv,ethiopia - amhara - wag himra,96,54624,ethiopia - amhara - wag himra,ETH.3.12_1
0,ethiopia - snnpr - sidama,ethi142.csv,ethiopia - oromia - jimma,67,54773,ethiopia - oromia - jimma,ETH.8.8_1
16,ethiopia - snnpr - sidama,ethi142.csv,ethiopia - oromia - jimma,67,54774,ethiopia - oromia - jimma,ETH.8.8_1
32,ethiopia - snnpr - sidama,ethi142.csv,ethiopia - oromia - jimma,67,54775,ethiopia - oromia - jimma,ETH.8.8_1
48,ethiopia - snnpr - sidama,ethi142.csv,ethiopia - oromia - jimma,67,54776,ethiopia - oromia - jimma,ETH.8.8_1
64,ethiopia - snnpr - sidama,ethi142.csv,ethiopia - oromia - jimma,67,54777,ethiopia - oromia - jimma,ETH.8.8_1
0,ethiopia - oromia - east shewa,ethi143.csv,ethiopia - oromia - mirab shewa,79,54823,ethiopia - oromia - mirab shewa,ETH.8.12_1
18,ethiopia - oromia - east shewa,ethi143.csv,ethiopia - oromia - mirab shewa,79,54824,ethiopia - oromia - mirab shewa,ETH.8.12_1
36,ethiopia - oromia - east shewa,ethi143.csv,ethiopia - oromia - mirab shewa,79,54825,ethiopia - oromia - mirab shewa,ETH.8.12_1
54,ethiopia - oromia - east shewa,ethi143.csv,ethiopia - oromia - mirab shewa,79,54826,ethiopia - oromia - mirab shewa,ETH.8.12_1
72,ethiopia - oromia - east shewa,ethi143.csv,ethiopia - oromia - mirab shewa,79,54827,ethiopia - oromia - mirab shewa,ETH.8.12_1
0,ethiopia - amhara - north gondar,ethi144.csv,ethiopia - amhara - semen gondar,86,54590,ethiopia - amhara - semen gondar,ETH.3.10_1
20,ethiopia - amhara - north gondar,ethi144.csv,ethiopia - amhara - semen gondar,86,54591,ethiopia - amhara - semen gondar,ETH.3.10_1
40,ethiopia - amhara - north gondar,ethi144.csv,ethiopia - amhara - semen gondar,86,54592,ethiopia - amhara - semen gondar,ETH.3.10_1
60,ethiopia - amhara - north gondar,ethi144.csv,ethiopia - amhara - semen gondar,86,54593,ethiopia - amhara - semen gondar,ETH.3.10_1
80,ethiopia - amhara - north gondar,ethi144.csv,ethiopia - amhara - semen gondar,86,54594,ethiopia - amhara - semen gondar,ETH.3.10_1
0,ethiopia - amhara - north gondar,ethi145.csv,ethiopia - amhara - semen gondar,86,54590,ethiopia - amhara - semen gondar,ETH.3.10_1
20,ethiopia - amhara - north gondar,ethi145.csv,ethiopia - amhara - semen gondar,86,54591,ethiopia - amhara - semen gondar,ETH.3.10_1
40,ethiopia - amhara - north gondar,ethi145.csv,ethiopia - amhara - semen gondar,86,54592,ethiopia - amhara - semen gondar,ETH.3.10_1
60,ethiopia - amhara - north gondar,ethi145.csv,ethiopia - amhara - semen gondar,86,54593,ethiopia - amhara - semen gondar,ETH.3.10_1
80,ethiopia - amhara - north gondar,ethi145.csv,ethiopia - amhara - semen gondar,86,54594,ethiopia - amhara - semen gondar,ETH.3.10_1
0,ethiopia - snnpr - gamo gofa,ethi146.csv,"ethiopia - southern nations, nationalities - gamo gofa",63,55004,"ethiopia - southern nations, nationalities - gamo gofa",ETH.10.10_1
15,ethiopia - snnpr - gamo gofa,ethi146.csv,"ethiopia - southern nations, nationalities - gamo gofa",63,55005,"ethiopia - southern nations, nationalities - gamo gofa",ETH.10.10_1
30,ethiopia - snnpr - gamo gofa,ethi146.csv,"ethiopia - southern nations, nationalities - gamo gofa",63,55006,"ethiopia - southern nations, nationalities - gamo gofa",ETH.10.10_1
45,ethiopia - snnpr - gamo gofa,ethi146.csv,"ethiopia - southern nations, nationalities - gamo gofa",63,55007,"ethiopia - southern nations, nationalities - gamo gofa",ETH.10.10_1
60,ethiopia - snnpr - gamo gofa,ethi146.csv,"ethiopia - southern nations, nationalities - gamo gofa",63,55008,"ethiopia - southern nations, nationalities - gamo gofa",ETH.10.10_1
0,ethiopia - oromia - west hararghe,ethi147.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - west hararghe,ethi147.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - west hararghe,ethi147.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - west hararghe,ethi147.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - west hararghe,ethi147.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - oromia - west hararghe,ethi148.csv,ethiopia - oromia - mirab hararghe,81,54810,ethiopia - oromia - mirab hararghe,ETH.8.11_1
13,ethiopia - oromia - west hararghe,ethi148.csv,ethiopia - oromia - mirab hararghe,81,54811,ethiopia - oromia - mirab hararghe,ETH.8.11_1
26,ethiopia - oromia - west hararghe,ethi148.csv,ethiopia - oromia - mirab hararghe,81,54812,ethiopia - oromia - mirab hararghe,ETH.8.11_1
39,ethiopia - oromia - west hararghe,ethi148.csv,ethiopia - oromia - mirab hararghe,81,54813,ethiopia - oromia - mirab hararghe,ETH.8.11_1
52,ethiopia - oromia - west hararghe,ethi148.csv,ethiopia - oromia - mirab hararghe,81,54814,ethiopia - oromia - mirab hararghe,ETH.8.11_1
0,ethiopia - snnpr - sidama,ethi149.csv,ethiopia - oromia - jimma,67,54773,ethiopia - oromia - jimma,ETH.8.8_1
16,ethiopia - snnpr - sidama,ethi149.csv,ethiopia - oromia - jimma,67,54774,ethiopia - oromia - jimma,ETH.8.8_1
32,ethiopia - snnpr - sidama,ethi149.csv,ethiopia - oromia - jimma,67,54775,ethiopia - oromia - jimma,ETH.8.8_1
48,ethiopia - snnpr - sidama,ethi149.csv,ethiopia - oromia - jimma,67,54776,ethiopia - oromia - jimma,ETH.8.8_1
64,ethiopia - snnpr - sidama,ethi149.csv,ethiopia - oromia - jimma,67,54777,ethiopia - oromia - jimma,ETH.8.8_1
0,ethiopia - snnpr - sidama,ethi150.csv,ethiopia - oromia - jimma,67,54773,ethiopia - oromia - jimma,ETH.8.8_1
16,ethiopia - snnpr - sidama,ethi150.csv,ethiopia - oromia - jimma,67,54774,ethiopia - oromia - jimma,ETH.8.8_1
32,ethiopia - snnpr - sidama,ethi150.csv,ethiopia - oromia - jimma,67,54775,ethiopia - oromia - jimma,ETH.8.8_1
48,ethiopia - snnpr - sidama,ethi150.csv,ethiopia - oromia - jimma,67,54776,ethiopia - oromia - jimma,ETH.8.8_1
64,ethiopia - snnpr - sidama,ethi150.csv,ethiopia - oromia - jimma,67,54777,ethiopia - oromia - jimma,ETH.8.8_1
0,ethiopia - snnpr - wolayita,ethi151.csv,ethiopia - somali - siti,65,54969,ethiopia - somali - siti,ETH.9.9_1
